sentence,relation,head,head_offset,tail,tail_offset
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,香菜,31
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,甲鱼,34
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,菱角,37
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,杏仁,22,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,羊肝,28
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,香菜,31
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,甲鱼,34
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,菱角,37
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,驴肉,25,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,香菜,31
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,甲鱼,34
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,菱角,37
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,羊肝,28,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,香菜,31,甲鱼,34
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,香菜,31,菱角,37
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,香菜,31,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,香菜,31,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,香菜,31,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,甲鱼,34,菱角,37
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,甲鱼,34,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,甲鱼,34,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,甲鱼,34,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,菱角,37,荞麦,40
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,菱角,37,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,菱角,37,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,荞麦,40,鹌鹑肉,43
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,荞麦,40,牛肉,47
猪肉不宜与乌梅、甘草、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鹌鹑肉,43,牛肉,47
鸡蛋不宜与糖同煮；,忌搭配,鸡蛋,0,糖,5
鸡蛋与红糖同食会中毒；,忌搭配,鸡蛋,0,红糖,3
鸡蛋与鹅肉同食损伤脾胃；,忌搭配,鸡蛋,0,鹅肉,3
鸡蛋与兔肉、柿子同食导致腹泻；,忌搭配,鸡蛋,0,兔肉,3
鸡蛋与兔肉、柿子同食导致腹泻；,忌搭配,鸡蛋,0,柿子,6
鸡蛋与兔肉、柿子同食导致腹泻；,忌搭配,兔肉,3,柿子,6
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鸡蛋,0,甲鱼,5
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鸡蛋,0,鲤鱼,8
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鸡蛋,0,豆浆,11
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鸡蛋,0,茶,14
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,甲鱼,5,鲤鱼,8
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,甲鱼,5,豆浆,11
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,甲鱼,5,茶,14
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鲤鱼,8,豆浆,11
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,鲤鱼,8,茶,14
鸡蛋不宜与甲鱼、鲤鱼、豆浆、茶同食,忌搭配,豆浆,11,茶,14
同时吃猪肉不可加香菜，否则助热生痰,忌搭配,猪肉,3,香菜,8
虾不宜与猪肉同食，损精；,忌搭配,虾,0,猪肉,4
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,虾,0,狗肉,3
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,虾,0,鸡肉,6
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,虾,0,獐肉,9
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,虾,0,鹿肉,12
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,虾,0,南瓜,15
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,狗肉,3,鸡肉,6
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,狗肉,3,獐肉,9
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,狗肉,3,鹿肉,12
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,狗肉,3,南瓜,15
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,鸡肉,6,獐肉,9
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,鸡肉,6,鹿肉,12
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,鸡肉,6,南瓜,15
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,獐肉,9,鹿肉,12
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,獐肉,9,南瓜,15
虾忌与狗肉、鸡肉、獐肉、鹿肉、南瓜同食；,忌搭配,鹿肉,12,南瓜,15
虾忌糖；,忌搭配,虾,0,糖,2
橘子与虾相克，同食会腹泻,忌搭配,橘子,0,虾,3
吃鱼前后忌喝茶；,忌搭配,鱼,1,茶,6
鱼不宜与荞麦同食,忌搭配,鱼,0,荞麦,4
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,乌梅,5
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,虾,8
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,鲫鱼,10
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,虾,13
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,鸽肉,15
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,猪肉,0,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,虾,8
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,鲫鱼,10
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,虾,13
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,鸽肉,15
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,乌梅,5,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,鲫鱼,10
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,鸽肉,15
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,8,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,虾,13
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,鸽肉,15
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鲫鱼,10,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,鸽肉,15
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,虾,13,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,田螺,18
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,菱角,36
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,荞麦,39
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,鹌鹑肉,42
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,鸽肉,15,牛肉,46
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,杏仁,21
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,驴肉,24
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,羊肝,27
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,香菜,30
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,甲鱼,33
猪肉不宜与乌梅、虾、鲫鱼、虾、鸽肉、田螺、杏仁、驴肉、羊肝、香菜、甲鱼、菱角、荞麦、鹌鹑肉、牛肉同食,忌搭配,田螺,18,菱角,36
